Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att.1,Match Report,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,Defensive Tkl,Defensive TklW,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,FTR,Squad_Goals,Opponent_Goals
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,Y,DM,72,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,Match Report,,,,,,,,,,4,,,,,,,3,,,,D,0,0
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,Y,CM,90,0,0,0,0,3,3,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,4,,,,,,,3,,,,D,0,0
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,Y,LB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,4,,,,,,,3,,,,D,0,0
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,3,,,,D,0,0
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,Y,DM,90,1,0,1,1,5,3,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,Y,DM,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,Y,LB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,Y*,CB,35,0,1,0,0,1,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,Y,FW,90,2,1,0,0,6,3,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,N,,16,1,0,0,0,4,2,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,Y,DM,90,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,N,,29,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,Y,CB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,W,5,1
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,Denmark,Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,W,5,1
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,Y,FW,60,2,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,4,0
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,Y,FW,60,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,N,,8,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,Y*,CB,82,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,Y,RW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,Y,CM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,4,0
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Luxembourg,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,4,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,Y,AM,90,2,0,0,0,5,2,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,Y,RB,90,0,1,0,0,2,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,Y*,CB,90,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,Y,DM,90,0,0,0,0,4,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,Y,AM,54,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,N,,13,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,Y,LB,77,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,N,,37,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,N,,36,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,3,,,,W,6,0
15-11-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,W,6,0
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,Y,LB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,Y,GK,90,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,Y,LW,90,1,0,0,0,1,1,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,N,,7,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,Y,FW,90,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,N,,58,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,N,,78,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,Y,CM,12,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,2,,,,D,1,1
18-11-2019,Mon,UEFA Euro Qualifying,Group stage,Away,Denmark,Rep. of Ireland,Y*,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,2,,,,D,1,1
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,N,,26,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,Y,CB,86,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,Y,AM,90,0,0,0,0,4,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,Y,DM,90,0,0,0,0,2,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,Y,AM,90,0,1,0,0,2,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,Y*,CB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,Y,LB,79,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-12-2019,Sat,UEFA Euro Qualifying,Group stage,Home,Denmark,Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,W,1,0
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,Y,DM,90,0,0,0,0,1,0,0,0,,,3,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,Y*,CB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,Y,FW,71,0,0,0,0,3,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,Y,RB,82,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,Y,DM,90,0,0,0,0,1,0,1,0,,,5,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,Y,FW,82,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,N,,19,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,0,,,,L,0,2
09-05-2020,Sat,UEFA Nations League,League A,Home,Denmark,Belgium,Y,AM,90,0,0,0,0,2,1,0,0,,,3,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,0,,,,L,0,2
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,Y,AM,71,1,0,1,1,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,4,0
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,N,,9,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,Y*,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,Y,AM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,Y,AM,61,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,Y,DM,71,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,4,0
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,N,,19,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,Y,LB,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,4,0
10-07-2020,Wed,Friendlies (M),Friendlies (M),Home,Denmark,Faroe Islands,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,4,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,Y,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,Y,FW,81,0,0,0,0,2,0,1,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,Y,CM,90,0,0,0,0,3,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,N,,18,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,Y,CM,90,0,0,0,0,1,1,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,Y,FW,75,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,Y*,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,N,,9,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-08-2020,Tue,UEFA Nations League,League A,Home,Denmark,England,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,Y,FW,72,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,N,,45,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,Y,CM,90,1,0,1,1,3,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,Y,RB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,Y,CM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,Y,CM,87,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,Y,CB,45,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,Y*,CB,90,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,Y,FW,36,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,N,,3,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
14-10-2020,Wed,UEFA Nations League,League A,Away,Denmark,England,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,1,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,Y,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,Y*,CB,90,0,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,N,,12,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,Y,CM,90,1,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,Y,CM,90,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,N,,25,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,Y,CB,90,0,0,0,0,0,0,0,0,,,4,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,Y,FW,78,0,0,0,0,3,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,0
10-11-2020,Sun,UEFA Nations League,League A,Away,Denmark,Iceland,Y,CM,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,0
