Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att.1,Match Report,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,Defensive Tkl,Defensive TklW,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,FTR,Squad_Goals,Opponent_Goals
15-11-2020,Sun,UEFA Nations League,League B,Home,Wales,Rep. of Ireland,Y,CB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
15-11-2020,Sun,UEFA Nations League,League B,Home,Wales,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,1,0
15-11-2020,Sun,UEFA Nations League,League B,Home,Wales,Rep. of Ireland,Y,LB,90,0,0,0,0,0,0,0,0,,,4,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
15-11-2020,Sun,UEFA Nations League,League B,Home,Wales,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,1,0
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,,45,1,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,CB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,CM,90,0,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,RM,88,1,0,0,0,2,1,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,RB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y*,FW,60,0,1,0,0,6,5,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,,1,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,,45,1,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,CB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y*,FW,60,0,1,0,0,6,5,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,,1,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,CB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,CM,90,0,1,0,0,2,1,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,CM,90,0,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,RB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,FW,88,1,1,0,0,4,2,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,CB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,RM,88,1,0,0,0,2,1,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,CM,90,0,1,0,0,2,1,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
18-11-2020,Wed,UEFA Nations League,League B,Home,Wales,Finland,Y,FW,88,1,1,0,0,4,2,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,0,,,,,,,1,,,,W,3,1
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,,29,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,,29,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,DM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,FW,61,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,DM,79,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,,11,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y*,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,,22,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,,29,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,,22,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,,11,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,DM,79,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,FW,61,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,DM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,,29,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-12-2020,Thu,Friendlies (M),Friendlies (M),Home,Wales,United States,Y*,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,RM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,CM,90,0,0,0,1,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y*,GK,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,FW,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,CM,90,0,0,0,1,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,,8,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,CB,72,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,RM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,,8,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,CB,72,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,CM,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y*,GK,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,,28,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,,28,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,CM,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,Y,FW,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
09-01-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,Finland,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,CB,59,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y*,FW,58,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,CM,25,0,0,0,0,,,0,1,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,,32,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,CB,59,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,FW,71,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,CM,25,0,0,0,0,,,0,1,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,LW,82,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,RW,59,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,LW,82,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,,31,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y*,FW,58,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,,31,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,FW,71,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,,32,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,N,,8,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
06-02-2021,Wed,Friendlies (M),Friendlies (M),Away,Wales,France,Y,CM,58,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,L,0,3
