Date,Defensive Day,Defensive Comp,Defensive Round,Defensive Venue,Defensive Result,Defensive Squad,Defensive Opponent,Defensive Start,Defensive Pos,Defensive Min,Defensive Tkl,Defensive TklW,Defensive Def 3rd,Defensive Mid 3rd,Defensive Att 3rd,Defensive Tkl.1,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,Defensive Match Report
19-07-2019,Fri,Africa Cup of Nations,Final,Neutral,L 0–1,sn Senegal,dz Algeria,N,,32,,0,,,,,,,,,,,0,,,,Match Report
19-07-2019,Fri,Africa Cup of Nations,Final,Neutral,L 0–1,sn Senegal,dz Algeria,Y,LB,90,,0,,,,,,,,,,,2,,,,Match Report
19-07-2019,Fri,Africa Cup of Nations,Final,Neutral,L 0–1,sn Senegal,dz Algeria,Y,AM,90,,0,,,,,,,,,,,1,,,,Match Report
19-07-2019,Fri,Africa Cup of Nations,Final,Neutral,L 0–1,sn Senegal,dz Algeria,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
19-07-2019,Fri,Africa Cup of Nations,Final,Neutral,L 0–1,sn Senegal,dz Algeria,Y*,CB,90,,1,,,,,,,,,,,0,,,,Match Report
07-10-2019,Wed,Africa Cup of Nations,Quarter-finals,Neutral,W 1–0,sn Senegal,bj Benin,Y*,LB,90,,1,,,,,,,,,,,0,,,,Match Report
07-10-2019,Wed,Africa Cup of Nations,Quarter-finals,Neutral,W 1–0,sn Senegal,bj Benin,N,,26,,0,,,,,,,,,,,1,,,,Match Report
07-10-2019,Wed,Africa Cup of Nations,Quarter-finals,Neutral,W 1–0,sn Senegal,bj Benin,Y,DM,88,,1,,,,,,,,,,,0,,,,Match Report
07-10-2019,Wed,Africa Cup of Nations,Quarter-finals,Neutral,W 1–0,sn Senegal,bj Benin,Y,CB,90,,0,,,,,,,,,,,1,,,,Match Report
07-10-2019,Wed,Africa Cup of Nations,Quarter-finals,Neutral,W 1–0,sn Senegal,bj Benin,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
07-10-2019,Wed,Africa Cup of Nations,Quarter-finals,Neutral,W 1–0,sn Senegal,bj Benin,Y,CB,90,,0,,,,,,,,,,,1,,,,Match Report
07-10-2019,Wed,Africa Cup of Nations,Quarter-finals,Neutral,W 1–0,sn Senegal,bj Benin,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
10-10-2019,Thu,Friendlies (M),Friendlies (M),Away,D 1–1,sn Senegal,br Brazil,Y,CB,90,,,,,,,,,,,,,,,,,Match Report
10-10-2019,Thu,Friendlies (M),Friendlies (M),Away,D 1–1,sn Senegal,br Brazil,Y*,DM,65,,,,,,,,,,,,,,,,,Match Report
10-10-2019,Thu,Friendlies (M),Friendlies (M),Away,D 1–1,sn Senegal,br Brazil,Y,FW,77,,,,,,,,,,,,,,,,,Match Report
10-10-2019,Thu,Friendlies (M),Friendlies (M),Away,D 1–1,sn Senegal,br Brazil,Y,CM,90,,,,,,,,,,,,,,,,,Match Report
10-10-2019,Thu,Friendlies (M),Friendlies (M),Away,D 1–1,sn Senegal,br Brazil,Y,CM,78,,,,,,,,,,,,,,,,,Match Report
10-10-2019,Thu,Friendlies (M),Friendlies (M),Away,D 1–1,sn Senegal,br Brazil,Y,FW,89,,,,,,,,,,,,,,,,,Match Report
13-11-2019,Wed,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,cg Congo,Y,CM,90,,,,,,,,,,,,,,,,,Match Report
13-11-2019,Wed,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,cg Congo,Y,CM,90,,,,,,,,,,,,,,,,,Match Report
13-11-2019,Wed,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,cg Congo,Y,FW,55,,,,,,,,,,,,,,,,,Match Report
13-11-2019,Wed,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,cg Congo,Y,GK,90,,,,,,,,,,,,,,,,,Match Report
13-11-2019,Wed,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,cg Congo,Y*,CB,90,,,,,,,,,,,,,,,,,Match Report
13-11-2019,Wed,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,cg Congo,Y,CB,90,,,,,,,,,,,,,,,,,Match Report
13-11-2019,Wed,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,cg Congo,N,,8,,,,,,,,,,,,,,,,,Match Report
17-11-2019,Sun,Africa Cup of Nations qualification,Group stage,Away,W 4–1,sn Senegal,sz Eswatini,Y*,CB,90,,,,,,,,,,,,,,,,,Match Report
17-11-2019,Sun,Africa Cup of Nations qualification,Group stage,Away,W 4–1,sn Senegal,sz Eswatini,Y,GK,90,,,,,,,,,,,,,,,,,Match Report
17-11-2019,Sun,Africa Cup of Nations qualification,Group stage,Away,W 4–1,sn Senegal,sz Eswatini,Y,LW,90,,,,,,,,,,,,,,,,,Match Report
17-11-2019,Sun,Africa Cup of Nations qualification,Group stage,Away,W 4–1,sn Senegal,sz Eswatini,Y,CB,90,,,,,,,,,,,,,,,,,Match Report
17-11-2019,Sun,Africa Cup of Nations qualification,Group stage,Away,W 4–1,sn Senegal,sz Eswatini,Y,FW,90,,,,,,,,,,,,,,,,,Match Report
17-11-2019,Sun,Africa Cup of Nations qualification,Group stage,Away,W 4–1,sn Senegal,sz Eswatini,N,,31,,,,,,,,,,,,,,,,,Match Report
10-09-2020,Fri,Friendlies (M),Friendlies (M),Away,L 1–3,sn Senegal,ma Morocco,N,,36,,,,,,,,,,,,,,,,,Match Report
10-09-2020,Fri,Friendlies (M),Friendlies (M),Away,L 1–3,sn Senegal,ma Morocco,Y,DM,79,,,,,,,,,,,,,,,,,Match Report
10-09-2020,Fri,Friendlies (M),Friendlies (M),Away,L 1–3,sn Senegal,ma Morocco,N,,36,,,,,,,,,,,,,,,,,Match Report
10-09-2020,Fri,Friendlies (M),Friendlies (M),Away,L 1–3,sn Senegal,ma Morocco,Y,CM,84,,,,,,,,,,,,,,,,,Match Report
10-09-2020,Fri,Friendlies (M),Friendlies (M),Away,L 1–3,sn Senegal,ma Morocco,Y*,CM,90,,,,,,,,,,,,,,,,,Match Report
10-09-2020,Fri,Friendlies (M),Friendlies (M),Away,L 1–3,sn Senegal,ma Morocco,Y,RB,90,,,,,,,,,,,,,,,,,Match Report
10-09-2020,Fri,Friendlies (M),Friendlies (M),Away,L 1–3,sn Senegal,ma Morocco,Y,FW,54,,,,,,,,,,,,,,,,,Match Report
10-09-2020,Fri,Friendlies (M),Friendlies (M),Away,L 1–3,sn Senegal,ma Morocco,Y,FW,90,,,,,,,,,,,,,,,,,Match Report
11-11-2020,Wed,Africa Cup of Nations qualification,Group stage,Home,W 2–0,sn Senegal,gw Guinea-Bissau,Y,LB,90,,,,,,,,,,,,,,,,,Match Report
